comment,video,clean,label,label_id
Fajar tertarik botol ☕ sirup di bawah drum,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar tarik botol sirup drum,netral,1
hhhhhhhh,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hhhhhhhh,netral,1
Gokilll 😅😅😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gokilll,netral,1
Episode paling pecah...😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,episode pecah,netral,1
18 tahun muka udah busuk 🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,18 muka udah busuk,netral,1
Pecah 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah,netral,1
Hostnya bg franz harus duet sih sama bg mael lee cocok banget,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hostnya bg franz duet sih bg mael lee cocok banget,netral,1
♥️,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Bang mael lucu kali ku pikir dia jd host juga cocok soalnya 🤭,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang mael lucu kali ku pikir jd host cocok,netral,1
"Cocok mael, ma fajar pecah",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok mael ma fajar pecah,netral,1
Sumpah gigiku kering ketawa ngakak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpah gigi kering ketawa ngakak,netral,1
Gak begitu maelllll. Nyunah elu konsep penafsiran nya gak begitu,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gak maelllll nyunah elu konsep tafsir nya gak,netral,1
Wahh mael kalo sama orang NU bisa dikatain Wahabi nih,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wahh mael kalo orang nu dikatain wahabi nih,netral,1
Fajar jadi co host jg pasti petcah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar co host jg petcah,netral,1
Kalau fajar dan mael main film bareng seru nihh😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar mael main film bareng seru nihh,positif,2
udah pas bgt ama mael ini 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,udah pas bgt ama mael,netral,1
"Knpa bintang tamu fajar sadboy ga  suguhin kopi,kasihan😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,knpa bintang tamu fajar sadboy ga suguhin kopi kasihan,netral,1
Bang praz kalo bikin podcast selalu rame penonton,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang praz kalo bikin podcast rame tonton,netral,1
SUMPAH PENGEN FAJAR SADBOY DITEMUIN ALOY WKWKWKWKWK,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpah ken fajar sadboy ditemuin aloy wkwkwkwkwk,netral,1
32:24 langsung hening 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,32 24 langsung hening,netral,1
Dari awal dah ngakak aja ini 🤭,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,dah ngakak aja,netral,1
"Gue ke sini karena Fajar, uhhhhiiiiiiii",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gue fajar uhhhhiiiiiiii,netral,1
Woyyy aku baru nonton MLM iniii😂😂😂 menit 22 ketawa trusss mau teriak aku belum selesai nonton ini😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,woyyy nonton mlm iniii menit 22 ketawa trusss teriak selesai nonton,netral,1
Yah maell jadi wahhabi 😢,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yah maell wahhabi,netral,1
BUAHAHAAHAHAHAHHA,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,buahahaahahahahha,netral,1
Pecah banget,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah banget,netral,1
"36:48 kuliah peternakan kata fajar, untung ga ada yang denger 😭",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,36 48 kuliah terna fajar untung ga denger,netral,1
Vibes sahur dah cocok ini,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,vibes sahur dah cocok,netral,1
"Wah, susah kalo fajar bukn sbg bintang tamu di podcast kya gini, itu briefingnya harus sabar2 bgt tuh😂😂😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,susah kalo fajar bukn sbg bintang tamu podcast kya gin briefingnya sabar2 bgt tuh,netral,1
DI MINI CRAFT BG....,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mini craft bg,netral,1
Lame2 tgk mael lee ni muka ade mirip2 awie wings😊 nsem plak❤ salam dari Malaysia,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lame2 tgk mael lee ni muka ade mirip2 awie wings nsem plak salam malaysia,netral,1
Barang siapa yang solat Jum'at pada hari Sabtu sesungguhnya dia adalah golongan orang sesat😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,barang solat jum at sabtu sungguh golong orang sesat,netral,1
Untung ada fajar yg buat penonton masih bertahan,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,untung fajar yg tonton tahan,netral,1
"Bnyk cara lawak yg buat lucu , tp dg cara kekerasan sangat tdk pantas utk ditonton publik. Dan sangat norak 👎🏻",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bnyk lawak yg lucu tp dg keras tdk utk tonton publik norak,netral,1
mael vs fajar sadboy kocak emang.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael vs fajar sadboy kocak emang,netral,1
Petcaahhhh banget 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,petcaahhhh banget,netral,1
The best .. ngakak gw liat klakuan mrk bedua😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,the best ngakak gw liat klakuan mrk bedua,positif,2
Bang saya mau lamar jadi supir truk ya,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang lamar supir truk ya,netral,1
pecah TelOR orang bertiga ini😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah telor orang tiga,netral,1
pecah bgt sih ini😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah bgt sih,netral,1
Kocakkkk,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocakkkk,netral,1
Pecah kalii nonton nya😭😭🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah kali nonton nya,netral,1
😮,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
invite Yushan to discuss traders who use e-money,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,invite yushan to discuss traders who use money,netral,1
Udh pas pras ama ma3l ni,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,udh pas pras ama ma3l ni,netral,1
HAHAHAHAH NGAKAK BGSD 😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hahahahah ngakak bgsd,netral,1
Kesini gara2 tiktok,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kesini gara2 tiktok,netral,1
Pinter si fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pinter si fajar,netral,1
pecah parah 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah parah,netral,1
Ebelllll dong ikut,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ebelllll,netral,1
19.49 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,19 49,netral,1
😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Cocok duet pras sama bang mael,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok duet pras bang mael,netral,1
Fajar Sadboy vs MaEL Lee emang Kacoo 🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar sadboy vs mael lee emang kacoo,netral,1
"Semoga porcast nya bs bertahan lama,klu bs lbh lucu lg,Pasangan nya klu bs ama maelle.Terus berkarya.",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,moga porcast nya bs tahan klu bs lbh lucu lg pasang nya klu bs ama maelle karya,netral,1
Jelek,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jelek,netral,1
"Sumpah mael sama fajar cocok banget, kaya udh biasa maen njirrr",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpah mael fajar cocok banget kaya udh maen njirrr,netral,1
ini perpaduan podcast talkshow dan slapstick ovj,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,padu podcast talkshow slapstick ovj,netral,1
Lagi lagi kau kumaafkan tapi aku yang kau kumaafkan,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kau maaf kau maaf,netral,1
Hwaaasyuuu... Endinge apik tenan😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hwaaasyuuu endinge apik tenan,netral,1
Jngn ada kekerasan gtu dong,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,jngn keras gtu,netral,1
Fajar 2025 good luck🎉,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar 2025 good luck,positif,2
Penasaran gua fajar ktmu indra frimawan di podkes,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,penasaran gua fajar ktmu indra frimawan podkes,netral,1
Itu kayaknya kursi gak nyaman...  wkwkwkkw,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kayak kursi gak nyaman wkwkwkkw,netral,1
Disini bang praz agak kaku' 😂😅 sangat berhati² dalam berbicara,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang praz kaku hati bicara,netral,1
Undang bang lolox nambah pecahhhh😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,undang bang lolox nambah pecahhhh,netral,1
Lucu pool....😅😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu pool,netral,1
😂😂ngakak fajar,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak fajar,netral,1
Mending fajar sadboy daripada ebel,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mending fajar sadboy ebel,netral,1
Full ngakak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,full ngakak,positif,2
😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
CERDAS ... pemilihan mael sama si fajar 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cerdas pilih mael si fajar,netral,1
"Pamfletnya iklan yg di tempel ""jasa urut biduan"" 😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pamflet iklan yg tempel jasa urut biduan,netral,1
bikinin mereka film please..lucu bangettt,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bikinin film please lucu bangettt,netral,1
"Maelee ma fajar, klo ketemu kocak abizzz😂😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,maelee ma fajar klo ketemu kocak abizzz,netral,1
😂😂😂😂😂😂😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
kocakkk bangeettt asliii fajar pelengkap ada lucunya ada terharunya komplitttt,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocakkk bangeettt asliii fajar lengkap lucu haru komplitttt,netral,1
Bikin acara bertiga pliss kyanya seru bgt😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bikin acara tiga pliss kyanya seru bgt,netral,1
Keren bang maell❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,keren bang maell,netral,1
Hahaha gila niee kocak banget 😅😅😅😅,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hahaha gila niee kocak banget,positif,2
itulah hidaya sebenarnya maell le,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hidaya maell le,netral,1
Mael lee sama praz pas bgt ni kalo di podcast ini,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael lee praz pas bgt ni kalo podcast,netral,1
Ngakak😭😂🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak,netral,1
bagus,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bagus,netral,1
Bagus tu bang praz sama bang mael di pojok terminal pasti tambah gokil,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bagus tu bang praz bang mael pojok terminal gokil,netral,1
Baru x ini tamu undangan habis di hajar😂😅😅😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tamu undang habis hajar,netral,1
Endingnya jirr 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,endingnya jirr,netral,1
keren fajar... banyakin hafalan Alquran nya jar insyaallah makin banyak yang mau ngundang km.krna byk kebisaanmu.sukses selalu buat fajar..setiap bintang tamunya fajar di manapun yg nonton luar biasa,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,keren fajar banyakin hafal alquran nya jar insyaallah ngundang km krna byk bisa sukses fajar bintang tamu fajar mana yg nonton,netral,1
cocok nih bertiga,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok nih tiga,netral,1
Podcast terbaik.... komedi dapet.. dakwah dapet perfect 100,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,podcast baik komedi dapet dakwah dapet perfect 100,positif,2
wkwkwkwk kan berdoa kok malah takut,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkwkwk doa takut,netral,1
Ternyata fajar sangat lucu sekali..,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar lucu,netral,1
kocak banget ya ampun,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak banget ya ampun,netral,1
"Sejauh ini ini yg paling lama muncul di media fajar, nggak kaya artis viral semen Tara itu siapa namanya yg fashion wik itu yg viral sesaat",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,yg muncul media fajar nggak kaya artis viral semen tara nama yg fashion wik yg viral,netral,1
kotamubagu hadir,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kotamubagu hadir,netral,1
lagi lh orang niii,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lh orang niii,netral,1
pinter x si fajar akting ya,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pinter si fajar akting ya,netral,1
KERENN SEMOGA MAEL LE MASUK FILM ACTION SERU NII SYUTING TANPA BANTUAN STUNTMAN,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kerenn moga mael le masuk film action seru nii syuting bantu stuntman,positif,2
Ada mael cocok sih sama set.nya...di terminal2 gitu kan ada preman biasanya,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael cocok sih set nya terminal2 gitu preman,netral,1
KOCAK BEJIR😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak bejir,netral,1
Wihhhh fyp trus nih kalau orang 3 ini terus,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wihhhh fyp trus nih orang,netral,1
aku gapercaya rezeki datang cepat tapi di 𝐏𝐄𝐋𝐀𝐓𝐈𝐇𝟒𝐃 semua bisa terjdi,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gapercaya rezeki cepat terjdi,netral,1
😂😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Closing nya gokil😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,closing nya gokil,netral,1
Gila seru sekali. 😂dari awal no skip2,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gila seru no skip2,netral,1
pas ini bnr ini😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pas bnr,netral,1
hacep si inii mereka ber 3,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hacep si ini ber,netral,1
Kalau ada fajar pasti pecah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar pecah,netral,1
Cocok nih praz sma maell😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok nih praz sma maell,netral,1
:face-blue-smiling::face-blue-smiling::face-blue-smiling:,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,face blue smiling face blue smiling face blue smiling,netral,1
SERU BGT GILAAAA😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,seru bgt gilaaaa,netral,1
lucu beettt,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu beettt,netral,1
bang Acong bang praz undang vonzy dan sze onic dong bang,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang acong bang praz undang vonzy sze onic bang,netral,1
"Mael sama fajar harus bikin podcast berdua sih, tambah bintang tamu",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,mael fajar bikin podcast dua sih bintang tamu,netral,1
"Saran nih, biar tambah keren ada pedagang asongan keliling utk kasi minum tamu,,",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,saran nih biar keren dagang asong keliling utk kasi minum tamu,netral,1
Fajar cohost dong,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar cohost,netral,1
PLIISSSSS  BANG MAILL JADIN CO HOOOOOOOOOOOOOOOOSSSSSSSSSSTTT...........................,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pliisssss bang maill jadin co hoooooooooooooooossssssssssttt,netral,1
HAHAHAHA😂😂😂 RESEP BAT KALO DAH KETEMU MAELL SAMA FAJAR🤣🤣🤣PECAH ABISSSS😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hahahaha resep bat kalo dah ketemu maell fajar pecah abissss,positif,2
Alhamdulillah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,alhamdulillah,netral,1
Bangun rumah di MineCraft anjir wkwkw,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bangun rumah minecraft anjir wkwkw,netral,1
Gk sadar dia nyalahin kita bca doa  selma ini gila.,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gk sadar nyalahin bca doa selma gila,netral,1
😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
Fajar  mantap,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,fajar mantap,netral,1
Wkwkwk slalu ngakak klo ada fajar 😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkwk slalu ngakak klo fajar,netral,1
"Podcast kalau ada fajar sadboy, aku pasti  selalu nonton",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,podcast fajar sadboy nonton,netral,1
Bang mael co host aja nemenin praz. Tambah mantap,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bang mael co host aja nemenin praz mantap,netral,1
Aduuhh..bdanq lgi meriang deman...2hrian gk mkn..hnya tiduran..tiba2 lht trio kocak ini...jdi gk bsa nhan tawa seakn lupa rasa sakit yg kuderita..🤣🤣mksih dah menghiburq..sehat&sukses sllu abang ber3👍💪😍🙏,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,aduuhh bdanq lgi meriang dan 2hrian gk mkn hnya tidur tiba2 lht trio kocak jdi gk bsa nhan tawa seakn lupa sakit yg derita mksih dah menghiburq sehat sukses sllu abang ber3,netral,1
Maell cocok ini klo duet bikin konten ma adeknya😄😄,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,maell cocok klo duet bikin konten ma adeknya,netral,1
Penutupan yg luar biasa ❤,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,tutup yg,netral,1
28:52 smack down,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,28 52 smack down,negatif,0
"Plissss Fajar mael bikinin acara om ded, seru pol mereka ber3❤❤❤",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,plissss fajar mael bikinin acara om ded seru pol ber3,netral,1
😂😂😂😂😂😂😂😂😂😂😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,,netral,1
wkwkwkw dijedotin,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,wkwkwkw dijedotin,netral,1
kocaaak abiiss....kukukuuuuk😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocaaak abiiss kukukuuuuk,netral,1
"Sesion ini bangkee bngt sumpah 
Ngakakk terus 😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sesion bangkee bngt sumpah ngakakk,netral,1
gokil,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,gokil,netral,1
asli ini kocak amal,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,asli kocak amal,netral,1
Durasinya terlalu pendek,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,durasi pendek,netral,1
Seru nih maell le sm fajar 🤣🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,seru nih maell le sm fajar,netral,1
Sumpahh pecahhh bgt anjeeeeeeeng🤣,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,sumpahh pecahhh bgt anjeeeeeeeng,netral,1
"Klo main film bg fras, bg mael sama fajar... Kocak x ya",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,klo main film bg fras bg mael fajar kocak ya,positif,2
Hanya pecah dan pecah saat fajar... Gimana caranya yang bikin suasana ketawa dan meleleh.. Sisanya kering dan kusam bro..,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pecah pecah fajar gimana bikin suasana ketawa leleh sisa kering kusam bro,netral,1
Pras emang pinterrrr ngumpulin orang2 cerdasssssss,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,pras emang pinterrrr ngumpulin orang2 cerdasssssss,netral,1
28:49 kocak banget jir 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,28 49 kocak banget jir,netral,1
Salut banget sama bacaan buat fajar sadboy yang cerdas masyaallah 😢😢😢😢,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,salut banget baca fajar sadboy cerdas masyaallah,netral,1
"Hidayah yang tidak diundang dan akan datang kecuali diundang, mael lee yang sangat kuat, semoga Istiqomah diatas kebaikan",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,hidayah undang kecuali undang mael lee kuat moga istiqomah atas baik,netral,1
kocak banget sumpah,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kocak banget sumpah,netral,1
Bengekkk 😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bengekkk,netral,1
Ngakak 😂😂😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ngakak,netral,1
INI COCOK JADI TRIO KOCAK,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,cocok trio kocak,netral,1
Bangke kocak😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,bangke kocak,netral,1
Lucu skali,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,lucu skali,netral,1
asli pectcahhhh karena pajar dan mail,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,asli pectcahhhh pajar mail,netral,1
Ketawa Ampe nangis liat kelakuan fajar 😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,ketawa ampe nang liat laku fajar,netral,1
Masyaallah ngaji,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,masyaallah ngaji,netral,1
18.55 😆😆😆😆,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,18 55,netral,1
"Seru banget kl ada fajar, makin jago ngelawaknya sekarang, sukses trus fajar 😂😂😂",https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,seru banget kl fajar jago ngelawaknya sukses trus fajar,netral,1
Kalo ada fajar saya pasti mampir😂😂,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,kalo fajar mampir,netral,1
Nyimak kak,https://youtu.be/NIr72bFGFts?si=YHGohGGVPQ91ZM40,nyimak kak,netral,1
